ref_date,cma,dguid,permit_value_t,source_status,overnight_rate,ontario_unemployment_rate,overnight_rate_lag_1,unemployment_lag_1,target_date,permit_value_t_plus_1,log_target,lag_1,lag_3,lag_6,lag_12,rolling_mean_3,rolling_sd_3,seasonal_naive_pred,month_sin,month_cos,time_index,pandemic_indicator
2019-03-01,Toronto,DEMO-0,179570.30763826016,DEMO,2.142886610955529,6.465467910174199,2.109740218331072,6.172347665635154,2019-04-01,157849.80540091216,11.969405596291221,142904.88313036656,148205.90438098615,113351.96137004133,135477.12437586757,163766.1017942165,18848.564204755032,138214.81862946707,0.8660254037844387,-0.4999999999999998,14,0
2019-03-01,Windsor,DEMO-4,245919.9871671819,DEMO,2.142886610955529,6.465467910174199,2.109740218331072,6.172347665635154,2019-04-01,236513.90348431794,12.373766501775657,231449.19609790636,230710.3315946364,239577.71785750208,241010.37422775629,235597.527414858,8996.71301059508,267091.87270513695,0.8660254037844387,-0.4999999999999998,14,0
2019-04-01,Hamilton,DEMO-1,157234.53988724458,DEMO,2.1731767878463173,6.165815459388357,2.142886610955529,6.465467910174199,2019-05-01,163590.8642592082,12.00512997244729,179101.86054103173,170612.19035798626,129529.11234967315,170329.0307515207,162330.49592145675,14892.32360547737,171095.14878119892,0.49999999999999994,-0.8660254037844387,15,0
2019-04-01,Kitchener-Cambridge-Waterloo,DEMO-2,212937.5602415574,DEMO,2.1731767878463173,6.165815459388357,2.142886610955529,6.465467910174199,2019-05-01,208211.22571218127,12.246313154438905,211481.7490677144,197754.75275671986,151086.71775920392,198536.88832327165,213926.0017867539,3060.6190513143238,176021.57202641474,0.49999999999999994,-0.8660254037844387,15,0
2019-04-01,London,DEMO-3,242728.22580872066,DEMO,2.1731767878463173,6.165815459388357,2.142886610955529,6.465467910174199,2019-05-01,212580.98747466636,12.26708301634609,213395.98798933727,220020.98228036184,184466.89155575092,264749.01333964994,235212.88555769794,19196.248335261967,221117.42039235285,0.49999999999999994,-0.8660254037844387,15,0
2019-04-01,Toronto,DEMO-0,157849.80540091216,DEMO,2.1731767878463173,6.165815459388357,2.142886610955529,6.465467910174199,2019-05-01,157669.2955126815,11.968261394477766,179570.30763826016,168823.11461402275,118945.3569090207,138214.81862946707,160108.33205651297,18436.75800070483,120243.54242316932,0.49999999999999994,-0.8660254037844387,15,0
2019-04-01,Windsor,DEMO-4,236513.90348431794,DEMO,2.1731767878463173,6.165815459388357,2.142886610955529,6.465467910174199,2019-05-01,229236.1102046783,12.342512162604182,245919.9871671819,229423.39897948568,202696.61345395815,267091.87270513695,237961.02891646876,7343.131318105327,198357.09042032657,0.49999999999999994,-0.8660254037844387,15,0
2019-05-01,Hamilton,DEMO-1,163590.8642592082,DEMO,2.2004761758480207,6.520390006913126,2.1731767878463173,6.165815459388357,2019-06-01,149735.4575725129,11.916632078315798,157234.53988724458,150655.08733609397,139471.75512301992,171095.14878119892,166642.42156249483,11248.507884395967,148778.21307484878,1.2246467991473532e-16,-1.0,16,0
2019-05-01,Kitchener-Cambridge-Waterloo,DEMO-2,208211.22571218127,DEMO,2.2004761758480207,6.520390006913126,2.1731767878463173,6.165815459388357,2019-06-01,163009.52363036235,12.001570039854316,212937.5602415574,217358.69605099,157522.17730969953,176021.57202641474,210876.84500715102,2420.5353153310075,169520.1452909232,1.2246467991473532e-16,-1.0,16,0
2019-05-01,London,DEMO-3,212580.98747466636,DEMO,2.2004761758480207,6.520390006913126,2.1731767878463173,6.165815459388357,2019-06-01,198917.01270407008,12.20064802235081,242728.22580872066,249514.4428750358,212840.7480115805,221117.42039235285,222901.73375757478,17175.080691232488,207056.36612901703,1.2246467991473532e-16,-1.0,16,0
2019-05-01,Toronto,DEMO-0,157669.2955126815,DEMO,2.2004761758480207,6.520390006913126,2.1731767878463173,6.165815459388357,2019-06-01,143337.2525862241,11.87296251878171,157849.80540091216,142904.88313036656,125087.14467497708,120243.54242316932,165029.80285061794,12592.76997187354,114372.60047551332,1.2246467991473532e-16,-1.0,16,0
2019-05-01,Windsor,DEMO-4,229236.1102046783,DEMO,2.2004761758480207,6.520390006913126,2.1731767878463173,6.165815459388357,2019-06-01,231668.63894796977,12.353067665787751,236513.90348431794,231449.19609790636,185676.8956758326,198357.09042032657,237223.3336187261,8364.532620636628,210657.2257159591,1.2246467991473532e-16,-1.0,16,0
2019-06-01,Hamilton,DEMO-1,149735.4575725129,DEMO,2.224663489277905,6.098842675331757,2.2004761758480207,6.520390006913126,2019-07-01,135879.39513468486,11.81953033023824,163590.8642592082,179101.86054103173,154955.26990193184,148778.21307484878,156853.62057298856,6935.553204785416,151784.19730676414,-0.4999999999999997,-0.8660254037844388,17,0
2019-06-01,Kitchener-Cambridge-Waterloo,DEMO-2,163009.52363036235,DEMO,2.224663489277905,6.098842675331757,2.2004761758480207,6.520390006913126,2019-07-01,170937.21542000593,12.049057456862108,208211.22571218127,211481.7490677144,143733.0625581715,169520.1452909232,194719.43652803366,27563.08203928442,144768.4152745588,-0.4999999999999997,-0.8660254037844388,17,0
2019-06-01,London,DEMO-3,198917.01270407008,DEMO,2.224663489277905,6.098842675331757,2.2004761758480207,6.520390006913126,2019-07-01,220906.08486644243,12.305497461625635,212580.98747466636,213395.98798933727,185393.79942038353,207056.36612901703,218075.4086624857,22416.44701033485,159791.9072655155,-0.4999999999999997,-0.8660254037844388,17,0
2019-06-01,Toronto,DEMO-0,143337.2525862241,DEMO,2.224663489277905,6.098842675331757,2.2004761758480207,6.520390006913126,2019-07-01,117249.82344063971,11.672070709231752,157669.2955126815,179570.30763826016,148205.90438098615,114372.60047551332,152952.11783327258,8327.206689167275,91121.63962095449,-0.4999999999999997,-0.8660254037844388,17,0
2019-06-01,Windsor,DEMO-4,231668.63894796977,DEMO,2.224663489277905,6.098842675331757,2.2004761758480207,6.520390006913126,2019-07-01,235115.1904199717,12.367835098256412,229236.1102046783,245919.9871671819,230710.3315946364,210657.2257159591,232472.88421232204,3704.952980702541,223922.19894852367,-0.4999999999999997,-0.8660254037844388,17,0
2019-07-01,Hamilton,DEMO-1,135879.39513468486,DEMO,2.245631268773781,6.2395101280460015,2.224663489277905,6.098842675331757,2019-08-01,168012.17085848673,12.031797653279618,149735.4575725129,157234.53988724458,170612.19035798626,151784.19730676414,149735.23898880198,13855.734563554724,133278.50012827708,-0.8660254037844384,-0.5000000000000004,18,0
2019-07-01,Kitchener-Cambridge-Waterloo,DEMO-2,170937.21542000593,DEMO,2.245631268773781,6.2395101280460015,2.224663489277905,6.098842675331757,2019-08-01,178111.42887879803,12.09017025279902,163009.52363036235,212937.5602415574,197754.75275671986,144768.4152745588,180719.32158751655,24136.39717475903,159683.60792017603,-0.8660254037844384,-0.5000000000000004,18,0
2019-07-01,London,DEMO-3,220906.08486644243,DEMO,2.245631268773781,6.2395101280460015,2.224663489277905,6.098842675331757,2019-08-01,198726.22288306558,12.199688424103075,198917.01270407008,242728.22580872066,220020.98228036184,159791.9072655155,210801.3616817263,11102.032454135715,188916.42799360753,-0.8660254037844384,-0.5000000000000004,18,0
2019-07-01,Toronto,DEMO-0,117249.82344063971,DEMO,2.245631268773781,6.2395101280460015,2.224663489277905,6.098842675331757,2019-08-01,120441.31609155265,11.698926212662785,143337.2525862241,157849.80540091216,168823.11461402275,91121.63962095449,139418.79051318174,20492.661842938942,79017.85024786371,-0.8660254037844384,-0.5000000000000004,18,0
2019-07-01,Windsor,DEMO-4,235115.1904199717,DEMO,2.245631268773781,6.2395101280460015,2.224663489277905,6.098842675331757,2019-08-01,206688.5021201645,12.238972956378966,231668.63894796977,236513.90348431794,229423.39897948568,223922.19894852367,232006.64652420662,2954.0790249515453,217609.61929211247,-0.8660254037844384,-0.5000000000000004,18,0
2019-08-01,Hamilton,DEMO-1,168012.17085848673,DEMO,2.2632863587143066,6.269620582610102,2.245631268773781,6.2395101280460015,2019-09-01,127808.47766920029,11.758295978341728,135879.39513468486,163590.8642592082,150655.08733609397,133278.50012827708,151209.00785522818,16116.988917158315,120502.06890111155,-1.0,-1.8369701987210297e-16,19,0
2019-08-01,Kitchener-Cambridge-Waterloo,DEMO-2,178111.42887879803,DEMO,2.2632863587143066,6.269620582610102,2.245631268773781,6.2395101280460015,2019-09-01,165387.45672563594,12.016052269085721,170937.21542000593,208211.22571218127,217358.69605099,159683.60792017603,170686.05597638877,7554.084744876106,172784.14981533424,-1.0,-1.8369701987210297e-16,19,0
2019-08-01,London,DEMO-3,198726.22288306558,DEMO,2.2632863587143066,6.269620582610102,2.245631268773781,6.2395101280460015,2019-09-01,202494.64311384695,12.218473649810093,220906.08486644243,212580.98747466636,249514.4428750358,188916.42799360753,206183.10681785937,12750.829861356022,204503.53966368444,-1.0,-1.8369701987210297e-16,19,0
2019-08-01,Toronto,DEMO-0,120441.31609155265,DEMO,2.2632863587143066,6.269620582610102,2.245631268773781,6.2395101280460015,2019-09-01,113938.89335962998,11.643426337099509,117249.82344063971,157669.2955126815,142904.88313036656,79017.85024786371,127009.46403947215,14230.03568006041,113351.96137004133,-1.0,-1.8369701987210297e-16,19,0
2019-08-01,Windsor,DEMO-4,206688.5021201645,DEMO,2.2632863587143066,6.269620582610102,2.245631268773781,6.2395101280460015,2019-09-01,221798.52821838844,12.309529226837478,235115.1904199717,229236.1102046783,231449.19609790636,217609.61929211247,224490.77716270203,15513.233923972923,239577.71785750208,-1.0,-1.8369701987210297e-16,19,0
2019-09-01,Hamilton,DEMO-1,127808.47766920029,DEMO,2.2775503210906503,6.448848026934891,2.2632863587143066,6.269620582610102,2019-10-01,129291.23705272008,11.769830524695555,168012.17085848673,149735.4575725129,179101.86054103173,120502.06890111155,143900.01455412395,21268.09790315484,129529.11234967315,-0.8660254037844386,0.5000000000000001,20,0
2019-09-01,Kitchener-Cambridge-Waterloo,DEMO-2,165387.45672563594,DEMO,2.2775503210906503,6.448848026934891,2.2632863587143066,6.269620582610102,2019-10-01,175904.70556911555,12.077703366635731,178111.42887879803,163009.52363036235,211481.7490677144,172784.14981533424,171478.70034147997,6379.245353390013,151086.71775920392,-0.8660254037844386,0.5000000000000001,20,0
2019-09-01,London,DEMO-3,202494.64311384695,DEMO,2.2775503210906503,6.448848026934891,2.2632863587143066,6.269620582610102,2019-10-01,203608.6821603159,12.223960117342722,198726.22288306558,198917.01270407008,213395.98798933727,204503.53966368444,207375.65028778499,11868.224074158776,184466.89155575092,-0.8660254037844386,0.5000000000000001,20,0
2019-09-01,Toronto,DEMO-0,113938.89335962998,DEMO,2.2775503210906503,6.448848026934891,2.2632863587143066,6.269620582610102,2019-10-01,109207.24366157493,11.601011830849973,120441.31609155265,143337.2525862241,179570.30763826016,113351.96137004133,117210.01096394077,3251.3941811374248,118945.3569090207,-0.8660254037844386,0.5000000000000001,20,0
2019-09-01,Windsor,DEMO-4,221798.52821838844,DEMO,2.2775503210906503,6.448848026934891,2.2632863587143066,6.269620582610102,2019-10-01,245731.63721211688,12.41199938327382,206688.5021201645,231668.63894796977,245919.9871671819,239577.71785750208,221200.74025284158,14222.769236770078,202696.61345395815,-0.8660254037844386,0.5000000000000001,20,0
2019-10-01,Hamilton,DEMO-1,129291.23705272008,DEMO,2.288359783990768,6.666654156708409,2.2775503210906503,6.448848026934891,2019-11-01,154575.61223049197,11.948445124458043,127808.47766920029,135879.39513468486,157234.53988724458,129529.11234967315,141703.9618601357,22795.636410792304,139471.75512301992,-0.5000000000000004,0.8660254037844384,21,0
2019-10-01,Kitchener-Cambridge-Waterloo,DEMO-2,175904.70556911555,DEMO,2.288359783990768,6.666654156708409,2.2775503210906503,6.448848026934891,2019-11-01,157543.4969851034,11.96746321788675,165387.45672563594,170937.21542000593,212937.5602415574,151086.71775920392,173134.5303911832,6799.284501029136,157522.17730969953,-0.5000000000000004,0.8660254037844384,21,0
2019-10-01,London,DEMO-3,203608.6821603159,DEMO,2.288359783990768,6.666654156708409,2.2775503210906503,6.448848026934891,2019-11-01,208435.08062299123,12.247387705464055,202494.64311384695,220906.08486644243,242728.22580872066,184466.89155575092,201609.8493857428,2558.6611937643115,212840.7480115805,-0.5000000000000004,0.8660254037844384,21,0
2019-10-01,Toronto,DEMO-0,109207.24366157493,DEMO,2.288359783990768,6.666654156708409,2.2775503210906503,6.448848026934891,2019-11-01,113700.84218412478,11.641334881754469,113938.89335962998,117249.82344063971,157849.80540091216,118945.3569090207,114529.15103758585,5640.248127102955,125087.14467497708,-0.5000000000000004,0.8660254037844384,21,0
2019-10-01,Windsor,DEMO-4,245731.63721211688,DEMO,2.288359783990768,6.666654156708409,2.2775503210906503,6.448848026934891,2019-11-01,231583.2507034509,12.352699020224732,221798.52821838844,235115.1904199717,236513.90348431794,202696.61345395815,224739.5558502233,19687.021920557778,185676.8956758326,-0.5000000000000004,0.8660254037844384,21,0
2019-11-01,Hamilton,DEMO-1,154575.61223049197,DEMO,2.295666723148045,6.299462917439965,2.288359783990768,6.666654156708409,2019-12-01,160926.23547653054,11.988707588242884,129291.23705272008,168012.17085848673,163590.8642592082,139471.75512301992,137225.10898413745,15044.255249884249,154955.26990193184,-2.4492935982947064e-16,1.0,22,0
2019-11-01,Kitchener-Cambridge-Waterloo,DEMO-2,157543.4969851034,DEMO,2.295666723148045,6.299462917439965,2.288359783990768,6.666654156708409,2019-12-01,194621.01643718444,12.178814579216276,175904.70556911555,178111.42887879803,208211.22571218127,157522.17730969953,166278.55309328498,9212.981858156827,143733.0625581715,-2.4492935982947064e-16,1.0,22,0
2019-11-01,London,DEMO-3,208435.08062299123,DEMO,2.295666723148045,6.299462917439965,2.288359783990768,6.666654156708409,2019-12-01,205029.58766024213,12.230914455088866,203608.6821603159,198726.22288306558,212580.98747466636,212840.7480115805,204846.13529905133,3157.6363237303017,185393.79942038353,-2.4492935982947064e-16,1.0,22,0
2019-11-01,Toronto,DEMO-0,113700.84218412478,DEMO,2.295666723148045,6.299462917439965,2.288359783990768,6.666654156708409,2019-12-01,164257.95940377613,12.009199482218571,109207.24366157493,120441.31609155265,157669.2955126815,125087.14467497708,112282.32640177656,2665.758332043077,148205.90438098615,-2.4492935982947064e-16,1.0,22,0
2019-11-01,Windsor,DEMO-4,231583.2507034509,DEMO,2.295666723148045,6.299462917439965,2.288359783990768,6.666654156708409,2019-12-01,247243.63999887707,12.418133570782341,245731.63721211688,206688.5021201645,229236.1102046783,185676.8956758326,233037.80537798544,12032.673165274977,230710.3315946364,-2.4492935982947064e-16,1.0,22,0
2019-12-01,Hamilton,DEMO-1,160926.23547653054,DEMO,2.2994386753034393,6.163642759397954,2.295666723148045,6.299462917439965,2020-01-01,161749.84571634943,11.993812440889506,154575.61223049197,127808.47766920029,149735.4575725129,154955.26990193184,148264.36158658087,16735.2082400047,170612.19035798626,0.49999999999999994,0.8660254037844387,23,0
2019-12-01,Kitchener-Cambridge-Waterloo,DEMO-2,194621.01643718444,DEMO,2.2994386753034393,6.163642759397954,2.295666723148045,6.299462917439965,2020-01-01,177818.82177718612,12.088526079409338,157543.4969851034,165387.45672563594,163009.52363036235,143733.0625581715,176023.07299713444,18539.043133772408,197754.75275671986,0.49999999999999994,0.8660254037844387,23,0
2019-12-01,London,DEMO-3,205029.58766024213,DEMO,2.2994386753034393,6.163642759397954,2.295666723148045,6.299462917439965,2020-01-01,222256.49484323172,12.311591875386778,208435.08062299123,202494.64311384695,198917.01270407008,185393.79942038353,205691.1168145164,2480.2713856751866,220020.98228036184,0.49999999999999994,0.8660254037844387,23,0
2019-12-01,Toronto,DEMO-0,164257.95940377613,DEMO,2.2994386753034393,6.163642759397954,2.295666723148045,6.299462917439965,2020-01-01,179871.66023977307,12.100004436404015,113700.84218412478,113938.89335962998,143337.2525862241,148205.90438098615,129055.34841649195,30569.036166716352,168823.11461402275,0.49999999999999994,0.8660254037844387,23,0
2019-12-01,Windsor,DEMO-4,247243.63999887707,DEMO,2.2994386753034393,6.163642759397954,2.295666723148045,6.299462917439965,2020-01-01,251176.05288609464,12.43391335942778,231583.2507034509,221798.52821838844,231668.63894796977,230710.3315946364,241519.50930481497,8638.197980578938,229423.39897948568,0.49999999999999994,0.8660254037844387,23,0
2020-01-01,Hamilton,DEMO-1,161749.84571634943,DEMO,2.2996588824332043,5.847447495260181,2.2994386753034393,6.163642759397954,2020-02-01,205024.8438062124,12.230891317522103,160926.23547653054,129291.23705272008,135879.39513468486,170612.19035798626,159083.89780779064,3925.947349575802,150655.08733609397,0.8660254037844386,0.5000000000000001,24,0
2020-01-01,Kitchener-Cambridge-Waterloo,DEMO-2,177818.82177718612,DEMO,2.2996588824332043,5.847447495260181,2.2994386753034393,6.163642759397954,2020-02-01,192905.43606430336,12.169960563108113,194621.01643718444,175904.70556911555,170937.21542000593,197754.75275671986,176661.111733158,18565.851221783363,217358.69605099,0.8660254037844386,0.5000000000000001,24,0
2020-01-01,London,DEMO-3,222256.49484323172,DEMO,2.2996588824332043,5.847447495260181,2.2994386753034393,6.163642759397954,2020-02-01,254032.5477221508,12.445221614925453,205029.58766024213,203608.6821603159,220906.08486644243,220020.98228036184,211907.05437548834,9123.18661852098,249514.4428750358,0.8660254037844386,0.5000000000000001,24,0
2020-01-01,Toronto,DEMO-0,179871.66023977307,DEMO,2.2996588824332043,5.847447495260181,2.2994386753034393,6.163642759397954,2020-02-01,177572.39782670548,12.087139311309219,164257.95940377613,109207.24366157493,117249.82344063971,168823.11461402275,152610.153942558,34588.98407853595,142904.88313036656,0.8660254037844386,0.5000000000000001,24,0
2020-01-01,Windsor,DEMO-4,251176.05288609464,DEMO,2.2996588824332043,5.847447495260181,2.2994386753034393,6.163642759397954,2020-02-01,272044.40038769174,12.513724244539722,247243.63999887707,245731.63721211688,235115.1904199717,229423.39897948568,243334.31452947424,10364.92130029666,231449.19609790636,0.8660254037844386,0.5000000000000001,24,0
2020-02-01,Hamilton,DEMO-1,205024.8438062124,DEMO,2.296326366201412,6.066468365974522,2.2996588824332043,5.847447495260181,2020-03-01,162159.84307006246,11.996343980113739,161749.84571634943,154575.61223049197,168012.17085848673,150655.08733609397,175900.30833303079,25225.949107084994,179101.86054103173,1.0,6.123233995736766e-17,25,1
2020-02-01,Kitchener-Cambridge-Waterloo,DEMO-2,192905.43606430336,DEMO,2.296326366201412,6.066468365974522,2.2996588824332043,5.847447495260181,2020-03-01,212419.03269609791,12.266320879797457,177818.82177718612,157543.4969851034,178111.42887879803,217358.69605099,188448.42475955797,9245.385263800172,211481.7490677144,1.0,6.123233995736766e-17,25,1
2020-02-01,London,DEMO-3,254032.5477221508,DEMO,2.296326366201412,6.066468365974522,2.2996588824332043,5.847447495260181,2020-03-01,197623.8549394419,12.194125840492234,222256.49484323172,208435.08062299123,198726.22288306558,249514.4428750358,227106.21007520822,24858.848064234728,213395.98798933727,1.0,6.123233995736766e-17,25,1
2020-02-01,Toronto,DEMO-0,177572.39782670548,DEMO,2.296326366201412,6.066468365974522,2.2996588824332043,5.847447495260181,2020-03-01,149275.5384672715,11.91355582762416,179871.66023977307,113700.84218412478,120441.31609155265,142904.88313036656,173900.6724900849,8429.59599623165,179570.30763826016,1.0,6.123233995736766e-17,25,1
2020-02-01,Windsor,DEMO-4,272044.40038769174,DEMO,2.296326366201412,6.066468365974522,2.2996588824332043,5.847447495260181,2020-03-01,234180.47680154853,12.363851635649585,251176.05288609464,231583.2507034509,206688.5021201645,231449.19609790636,256821.36442422113,13329.350536981487,245919.9871671819,1.0,6.123233995736766e-17,25,1
2020-03-01,Hamilton,DEMO-1,162159.84307006246,DEMO,2.2894559323065047,5.814442415763899,2.296326366201412,6.066468365974522,2020-04-01,157096.15411885883,11.964619708986437,205024.8438062124,160926.23547653054,127808.47766920029,179101.86054103173,176311.5108642081,24867.32074302142,157234.53988724458,0.8660254037844387,-0.4999999999999998,26,1
2020-03-01,Kitchener-Cambridge-Waterloo,DEMO-2,212419.03269609791,DEMO,2.2894559323065047,5.814442415763899,2.296326366201412,6.066468365974522,2020-04-01,221631.71053223708,12.308776833666919,192905.43606430336,194621.01643718444,165387.45672563594,211481.7490677144,194381.09684586246,17347.24271937689,212937.5602415574,0.8660254037844387,-0.4999999999999998,26,1
2020-03-01,London,DEMO-3,197623.8549394419,DEMO,2.2894559323065047,5.814442415763899,2.296326366201412,6.066468365974522,2020-04-01,211699.1781827272,12.262926298798215,254032.5477221508,205029.58766024213,202494.64311384695,213395.98798933727,224637.63250160814,28279.630792756416,242728.22580872066,0.8660254037844387,-0.4999999999999998,26,1
2020-03-01,Toronto,DEMO-0,149275.5384672715,DEMO,2.2894559323065047,5.814442415763899,2.296326366201412,6.066468365974522,2020-04-01,143488.3198936588,11.874015885583912,177572.39782670548,164257.95940377613,113938.89335962998,179570.30763826016,168906.5321779167,17039.76488868246,157849.80540091216,0.8660254037844387,-0.4999999999999998,26,1
2020-03-01,Windsor,DEMO-4,234180.47680154853,DEMO,2.2894559323065047,5.814442415763899,2.296326366201412,6.066468365974522,2020-04-01,274314.54917091405,12.522034362052253,272044.40038769174,247243.63999887707,221798.52821838844,245919.9871671819,252466.9766917783,18964.942407990173,236513.90348431794,0.8660254037844387,-0.4999999999999998,26,1
2020-04-01,Hamilton,DEMO-1,157096.15411885883,DEMO,2.279078104702556,6.133679463243382,2.2894559323065047,5.814442415763899,2020-05-01,159736.8236157501,11.981289147837122,162159.84307006246,161749.84571634943,129291.23705272008,157234.53988724458,174760.28033171123,26331.883490840843,163590.8642592082,0.49999999999999994,-0.8660254037844387,27,1
2020-04-01,Kitchener-Cambridge-Waterloo,DEMO-2,221631.71053223708,DEMO,2.279078104702556,6.133679463243382,2.2894559323065047,5.814442415763899,2020-05-01,177650.3026371519,12.087577934026578,212419.03269609791,177818.82177718612,175904.70556911555,212937.5602415574,208985.3930975461,14667.72381357555,208211.22571218127,0.49999999999999994,-0.8660254037844387,27,1
2020-04-01,London,DEMO-3,211699.1781827272,DEMO,2.279078104702556,6.133679463243382,2.2894559323065047,5.814442415763899,2020-05-01,209820.08740424443,12.254010481829688,197623.8549394419,222256.49484323172,203608.6821603159,242728.22580872066,221118.52694810662,29360.317670904118,212580.98747466636,0.49999999999999994,-0.8660254037844387,27,1
2020-04-01,Toronto,DEMO-0,143488.3198936588,DEMO,2.279078104702556,6.133679463243382,2.2894559323065047,5.814442415763899,2020-05-01,139453.31524668177,11.845492337336138,149275.5384672715,179871.66023977307,109207.24366157493,157849.80540091216,156778.75206254525,18238.825423494854,157669.2955126815,0.49999999999999994,-0.8660254037844387,27,1
2020-04-01,Windsor,DEMO-4,274314.54917091405,DEMO,2.279078104702556,6.133679463243382,2.2894559323065047,5.814442415763899,2020-05-01,208660.07748763982,12.248466575852392,234180.47680154853,251176.05288609464,245731.63721211688,236513.90348431794,260179.8087867181,22544.674351846134,229236.1102046783,0.49999999999999994,-0.8660254037844387,27,1
2020-05-01,Hamilton,DEMO-1,159736.8236157501,DEMO,2.2652389899874934,5.6983003192782995,2.279078104702556,6.133679463243382,2020-06-01,156057.65876391804,11.957987233272153,157096.15411885883,205024.8438062124,154575.61223049197,163590.8642592082,159664.27360155713,2532.6239509753154,149735.4575725129,1.2246467991473532e-16,-1.0,28,1
